assembly_id	label	label_source	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	NCBI_domain	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species
GCF_000010525.1	GCF_000010525.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Azorhizobium_caulinodans_ORS_571	NCBI	438753	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium caulinodans
GCF_000010605.1	GCF_000010605.1_Bacteria_Actinomycetota_Actinomycetes_Streptomyces_griseus_NBRC_13350	NCBI	455632	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseus
GCF_000010625.1	GCF_000010625.1_Bacteria_Cyanobacteriota_Cyanophyceae_Microcystis_aeruginosa_NIES-843	NCBI	449447	14	14	87.50	0.00	14	Yes	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCF_000010665.1	GCF_000010665.1_Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Solidesulfovibrio_magneticus_RS-1	NCBI	573370	14	14	87.50	0.00	14	Yes	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Solidesulfovibrio magneticus
GCF_000010785.1	GCF_000010785.1_Bacteria_Aquificota_Aquificae_Hydrogenobacter_thermophilus_TK-6	NCBI	608538	14	14	87.50	0.00	14	Yes	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
GCF_000010985.1	GCF_000010985.1_Bacteria_Deferribacterota_Deferribacteres_Deferribacter_desulfuricans_SSM1	NCBI	639282	14	14	87.50	0.00	14	Yes	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	Deferribacter desulfuricans
GCF_000011025.1	GCF_000011025.1_Bacteria_Actinomycetota_Actinomycetes_Rothia_mucilaginosa_DY-18	NCBI	680646	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa
GCF_000011105.1	GCF_000011105.1_Archaea_Euryarchaeota_Thermococci_Pyrococcus_horikoshii_OT3	NCBI	70601	15	15	93.75	0.00	9	Yes	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus horikoshii
GCF_000011185.1	GCF_000011185.1_Archaea_Candidatus_Thermoplasmatota_Thermoplasmata_Thermoplasma_volcanium_GSS1	NCBI	273116	14	14	87.50	0.00	8	Yes	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium
GCF_000011205.1	GCF_000011205.1_Archaea_Thermoproteota_Thermoprotei_Sulfurisphaera_tokodaii_7	NCBI	273063	15	15	93.75	0.00	9	Yes	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfurisphaera	Sulfurisphaera tokodaii
GCF_000011225.1	GCF_000011225.1_Bacteria_Mycoplasmatota_NA_Malacoplasma_penetrans_HF-2	NCBI	272633	13	13	81.25	0.00	11	Yes	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Mycoplasmoidaceae	Malacoplasma	Malacoplasma penetrans
GCF_000011245.1	GCF_000011245.1_Bacteria_Bacillota_Bacilli_Oceanobacillus_iheyensis_HTE831	NCBI	221109	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis
GCF_000011305.1	GCF_000011305.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_efficiens_YS-314	NCBI	196164	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium efficiens
GCF_000011465.1	GCF_000011465.1_Bacteria_Cyanobacteriota_Cyanophyceae_Prochlorococcus_marinus_MED4	NCBI	59919	14	14	87.50	0.00	14	Yes	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000011485.1	GCF_000011485.1_Bacteria_Cyanobacteriota_Cyanophyceae_Prochlorococcus_marinus_MIT9313	NCBI	74547	14	14	87.50	0.00	14	Yes	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000011645.1	GCF_000011645.1_Bacteria_Bacillota_Bacilli_Bacillus_licheniformis_ATCC_14580_DSM_13	NCBI	279010	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
GCF_000011685.1	GCF_000011685.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Gluconobacter_oxydans_621H	NCBI	290633	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans
GCF_000011905.1	GCF_000011905.1_Bacteria_Chloroflexota_Dehalococcoidia_Dehalococcoides_mccartyi_195	NCBI	243164	14	14	87.50	0.00	14	Yes	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
GCF_000011965.2	GCF_000011965.2_Bacteria_Pseudomonadota_Alphaproteobacteria_Ruegeria_pomeroyi_DSS-3	NCBI	246200	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	Ruegeria pomeroyi
GCF_000012085.2	GCF_000012085.2_Bacteria_Spirochaetota_Spirochaetia_Borrelia_turicatae_91E135	NCBI	314724	14	14	87.50	0.00	14	Yes	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia turicatae
GCF_000012225.1	GCF_000012225.1_Bacteria_Mycoplasmatota_Mollicutes_Aster_yellows_witches-broom_phytoplasma_AYWB	NCBI	322098	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows witches'-broom phytoplasma
GCF_000012285.1	GCF_000012285.1_Archaea_Thermoproteota_Thermoprotei_Sulfolobus_acidocaldarius_DSM_639	NCBI	330779	15	15	93.75	0.00	9	Yes	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius
GCF_000012305.1	GCF_000012305.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Psychrobacter_arcticus_273-4	NCBI	259536	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus
GCF_000012325.1	GCF_000012325.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Colwellia_psychrerythraea_34H_BAA-681	NCBI	167879	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea
GCF_000012385.1	GCF_000012385.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Rickettsia_bellii_RML369-C	NCBI	336407	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
GCF_000012465.1	GCF_000012465.1_Bacteria_Cyanobacteriota_Cyanophyceae_Prochlorococcus_marinus_NATL2A	NCBI	59920	14	14	87.50	0.00	14	Yes	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000012485.1	GCF_000012485.1_Bacteria_Chlorobiota_Chlorobiia_Pelodictyon_luteolum_DSM_273	NCBI	319225	13	13	81.25	0.00	12	Yes	Bacteria	Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum
GCF_000012545.1	GCF_000012545.1_Archaea_Euryarchaeota_Methanobacteria_Methanosphaera_stadtmanae_DSM_3091	NCBI	339860	15	15	93.75	0.00	10	Yes	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae
GCF_000012565.1	GCF_000012565.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Ehrlichia_canis_Jake	NCBI	269484	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia canis
GCF_000012645.1	GCF_000012645.1_Bacteria_Cyanobacteriota_Cyanophyceae_Prochlorococcus_marinus_MIT_9312	NCBI	74546	14	14	87.50	0.00	14	Yes	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCF_000012665.1	GCF_000012665.1_Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Oleidesulfovibrio_alaskensis_G20	NCBI	207559	14	14	87.50	0.00	14	Yes	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oleidesulfovibrio	Oleidesulfovibrio alaskensis
GCF_000012685.1	GCF_000012685.1_Bacteria_Myxococcota_Myxococcia_Myxococcus_xanthus_DK_1622	NCBI	246197	14	14	87.50	0.00	13	Yes	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
GCF_000012725.1	GCF_000012725.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Nitrobacter_winogradskyi_Nb-255	NCBI	323098	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Nitrobacter	Nitrobacter winogradskyi
GCF_000012745.1	GCF_000012745.1_Bacteria_Pseudomonadota_Betaproteobacteria_Thiobacillus_denitrificans_ATCC_25259	NCBI	292415	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus denitrificans
GCF_000012765.1	GCF_000012765.1_Bacteria_Mycoplasmatota_Mollicutes_Mycoplasma_capricolum_ATCC_27343	NCBI	340047	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma capricolum
